rg1,rg2,rg3,rg4,rg5,rg6,rg7,rg8,rg9,rg10,rx1,rx2,rx3,rx4,rx5,rx6,rx7,rx8,rx9,rx10,rwin
422,895,2641,4366,4687,4848,9437,14567,17290,21595,63,529,2078,2582,4802,5009,9454,13364,14704,17337,1
-326,-279,-3706,-4428,-5592,-7469,-12064,-10519,-18630,-26613,-144,109,-2629,-5049,-8102,-10255,-15215,-13872,-19256,-23003,0
-220,-422,2388,3922,5884,7401,4065,-1804,-3158,-10666,148,284,1983,1037,1661,2139,-3581,-7197,-9078,-16086,0
-402,224,656,-1065,-3272,-4443,-6908,-10090,-13978,-13939,91,1135,-1120,-2928,-5323,-3022,-6412,-7789,-10220,-7379,0
739,1192,2339,3796,3943,5335,9011,12647,15690,17095,481,1230,1350,1671,1640,6488,10896,18204,18877,20239,1
-457,-1320,-1658,-2945,-5021,-6860,-6086,-7173,-12441,-17316,-446,-543,-1109,-1971,-2201,-4465,-1079,-3049,-6541,-10049,0
132,794,1874,2535,3625,5570,6892,7885,11323,14095,91,187,1214,1676,2737,2719,2412,2655,6372,9581,1
274,605,1271,3465,4343,5519,7623,10533,14769,23000,324,706,1737,3695,2220,4007,5110,7122,10394,17915,1
77,1636,2533,2072,4361,8054,12661,18331,18354,19076,3,1549,1425,737,2644,5064,9981,12913,12780,14638,1
-19,222,992,2259,5074,7499,10722,14005,18936,22700,-31,15,1000,2113,4928,7391,10863,15729,20897,23107,1
-909,-1671,-3129,-4295,-5200,-6493,-8660,-14551,-16387,-14237,-649,-1224,-2650,-3942,-5043,-5678,-9701,-10701,-11212,-4344,0
-123,345,639,812,2373,4536,4488,6510,11739,20507,-442,305,224,18,2086,4510,4837,8646,11178,17605,1
-210,-688,1094,2977,3407,10977,16459,17204,15412,23347,-498,-1404,181,1769,1444,5911,8315,10767,10505,12794,1
-341,-121,-874,623,2532,4427,5628,6900,6798,8823,-449,-187,-1605,932,1899,3202,3013,4000,6919,11465,1
1006,1626,2150,1605,3980,5205,5312,4603,7433,10960,991,1769,3668,1691,4443,5357,3755,-584,3190,12447,1
38,-332,195,2544,4117,6355,8488,14764,18891,23557,56,-112,552,2730,5189,5472,9722,15671,16816,19256,1
11,-442,547,1305,1945,2334,3202,12881,10332,12512,-16,-1165,-816,769,-446,-1239,-1200,3569,-5384,-4869,1
-323,-76,211,1306,3881,-118,3307,5464,5377,7903,292,-111,2484,1823,1635,-3966,-1621,-3064,-5373,-655,1
-662,1012,-1331,-2289,-1598,-3329,-3812,-953,3263,18576,-207,-870,-1917,-3759,-2961,-6643,-9094,-7310,-5055,3209,1
-223,-1217,-1534,-3709,-6137,-6587,-10083,-14663,-16384,-20236,-165,-746,-816,-4096,-7571,-8421,-12669,-9090,-8507,-7584,0
-149,-596,-1554,-3583,-3919,-2575,-4208,-5317,-7546,-15870,32,-60,-1187,-2571,-3599,-1692,-1123,-3554,-7999,-16722,0
-506,-143,1242,653,2167,4065,5188,5175,7119,5491,-366,-154,1125,605,1198,3228,4046,838,4865,4765,1
290,-100,-288,106,-83,-1552,-3891,-7148,-12724,-18921,-397,-829,-1143,-1071,-2382,-3612,-12048,-19154,-22807,-29722,0
125,-766,-1510,-4773,-7297,-6057,-10684,-9798,-12980,-20460,-190,-1434,-2205,-4926,-7350,-7628,-14519,-10859,-14981,-22104,0
-111,-753,-3791,-7142,-5919,-3978,-1189,-2196,1088,5716,216,-763,-1261,-4144,-243,4493,9870,6820,5461,6074,0
-686,-1974,-3199,-2404,-3185,-4511,-5877,-5699,-6250,-11476,-313,-1962,-2656,-4131,-2845,-928,-4322,-12831,-11629,-12605,0
-682,-1953,-1196,931,937,2413,6000,7264,10806,23941,-201,-1043,2028,4406,4401,7917,7875,6775,11085,16226,1
-503,-477,-1468,-4171,-5071,-8120,-10102,-11396,-19277,-17419,-350,-585,-2475,-4740,-6139,-13171,-10193,-10548,-19480,-11723,0
-680,-1716,-4026,-5585,-6034,-4963,-6643,-8552,-11182,-26184,-638,-1473,-1348,-2626,-3220,-1732,-5950,-6208,-10844,-18250,0
114,-128,2043,2600,1892,7252,7766,4354,6455,6717,-38,456,1833,1265,-1394,2593,2129,-1622,-3275,-1898,0
21,1252,2183,3504,6009,8231,9428,13041,14497,22629,422,512,1721,2140,3802,4642,6948,10961,12843,19915,1
555,943,984,569,-3526,-3042,-5874,-5714,-13757,-23987,296,391,800,336,-5850,-4200,-10977,-13153,-22426,-36741,0
423,475,1403,2330,3045,4454,5422,6493,9540,15150,225,155,1449,1997,2875,4060,4937,5211,6023,9794,1
-128,-633,-1045,-2200,-2088,-7184,-7286,-8015,-12142,-16757,-137,-268,-427,-1516,-948,-2968,-3887,-5964,-8076,-11904,0
-135,-1441,-2951,-5674,-7504,-8889,-4432,4762,14064,13024,-976,-2630,-3310,-4607,-5996,-9866,-4513,1779,5975,-48,1
-199,-717,553,-370,-586,415,-65,-2572,-5895,-5290,-136,-923,460,-222,-991,770,-472,-3226,-10220,-12424,0
122,582,-487,-757,-1978,-4932,-4165,-5077,-6532,-8700,321,1105,271,-154,-2810,-5716,-5888,-9028,-11248,-13365,0
-752,-2488,-90,2789,4413,4290,11980,3532,-1253,15,148,-1671,-2235,1553,6715,2087,15255,3366,-4273,-4925,1
-211,220,236,-137,1252,1945,3711,8851,8945,11387,37,386,1107,1930,258,944,3719,9969,9918,9013,1
1024,942,969,770,4398,6068,8469,10382,9682,12536,305,394,97,98,3999,5025,6549,9992,8229,13871,1
-662,-770,1584,360,-3390,-1997,-3494,3562,9444,17010,11,-480,-930,-1314,-4496,-1780,-4529,7827,10827,15575,1
-571,-523,-423,1337,4367,2916,7511,9704,13779,22249,-491,-414,312,1806,3054,2668,8121,9830,13969,23841,1
317,346,-1,3444,1716,-4381,-3684,-11828,-15761,-21220,263,-966,-1657,-1257,-4117,-18711,-12134,-18547,-14772,-13062,0
121,-75,1419,2574,4630,6737,10595,12480,12133,13561,-226,124,1521,2690,4281,6025,8479,11396,11715,11618,1
-597,-582,-794,-2673,-5624,-9873,-9957,-12495,-14929,-16345,-219,-149,162,-1372,-3259,-3714,-3182,-7199,-6756,-8305,0
1005,1904,1878,1589,4597,7376,13014,15646,16833,29934,527,1642,1200,2066,3962,6735,8914,12104,13078,17885,1
-93,670,1284,2112,5363,8970,11559,11457,12127,17580,-579,617,1521,3642,6651,10270,11355,11232,12276,18229,1
-976,-1153,-805,-1582,-1627,-105,-3218,-4974,-2294,8761,-252,-287,-265,-562,1431,2841,-495,-3845,644,4185,1
-99,-294,232,582,1637,2668,4340,7969,9991,14554,3,240,1344,1395,2689,2719,5083,7864,12237,17260,1
709,-338,-1194,-669,1820,3237,7407,7155,12658,13623,103,-523,-1172,-837,2408,4259,9638,12944,24232,27370,1
177,1413,2811,2242,4004,1222,-1152,-483,-1747,-12141,-542,-2216,-2278,-3789,-678,-2915,-6339,-1660,-4584,-23872,0
-815,-1940,-1923,-1059,-3627,-2854,-382,360,5622,16144,-403,-1141,-824,-25,-32,1116,2745,3927,11972,18363,1
1620,1503,1806,1770,3434,4162,3410,2186,-5811,-13398,39,74,746,664,2232,2861,836,1242,-4419,-6919,0
-189,-451,-1326,-2724,-4240,-6576,-7488,-9721,-12105,-20127,-45,-238,-690,-2126,-3838,-4574,-6270,-7228,-10463,-18656,0
-74,401,146,600,1269,1630,-3973,-9157,-15394,-26382,75,243,1810,724,-1632,-2811,-12000,-20461,-27476,-32444,0
-555,-984,-486,-1400,-1737,-5997,-8669,-12087,-11959,-24563,-601,-982,639,-111,-344,-4146,-6564,-8127,-8975,-11423,0
626,821,907,3323,6130,9713,13861,13706,17878,28698,649,1128,3164,5570,10472,14642,20344,18596,22879,27826,1
-541,465,6,1361,1608,3228,4306,6610,10349,12346,-648,-57,-298,1076,1292,1801,2818,4913,9626,14043,1
43,-444,64,-1693,-2510,-2816,-2833,-5278,-6143,-19261,-22,-353,-562,-1629,-3774,-3563,-2628,-6032,-5489,-11916,0
262,32,-1588,-1968,-4948,-4006,-5799,-9086,-11201,-18986,-151,-185,-1821,-2200,-4399,-2765,-4371,-7314,-11402,-16719,0
11,405,125,1255,2208,3667,8686,9563,11132,19404,144,740,135,2332,1738,4118,6064,6733,8609,14933,1
-504,-632,-1137,-1840,-2437,-3105,-3050,-3806,-5498,-12226,-359,82,-1,-737,-1603,-718,580,-644,-3595,-9290,0
-716,-1049,-1373,-1548,-1515,2436,-1376,-3164,-4109,-8448,-124,-90,534,956,-290,2541,-834,-917,-4204,-16257,0
-365,-1284,-3213,-3757,-2310,-676,1422,-488,3367,10819,-144,-1399,-2765,-1706,-14,-41,2587,991,9136,16175,1
122,-524,-1079,-1521,2132,2850,8486,12733,14635,15164,-614,-1588,-1617,-1231,3267,5787,6173,11847,9274,10090,1
0,5,566,566,1074,1747,1747,2019,2934,3310,0,156,630,630,1058,2058,2058,2319,3973,4267,1
-140,807,2719,4096,7261,7651,1961,-398,-2297,-9868,-576,460,2646,2493,3848,-105,-7021,-6708,-12892,-7599,0
-40,604,297,177,3096,4156,5592,8414,9675,13607,-88,1321,1111,1186,2609,3990,6421,10465,15262,18846,1
-608,-420,-450,1364,1011,-602,-2530,-3586,-9777,-11317,62,-69,-530,-907,-1668,-2315,-3595,-4036,-10567,-10637,0
765,1610,1776,3873,6299,2785,4637,3006,13630,16877,542,1491,1633,2432,4483,-366,3577,473,5981,9809,1
39,660,2239,3744,6666,13801,16862,24438,25774,35523,-78,774,2713,5253,9237,14450,12636,20042,23385,42449,1
739,2071,3240,4555,6508,9600,9073,13689,17470,22491,648,1627,2978,2764,4744,7099,7026,12800,19689,23890,1
439,-197,635,1988,1500,2576,2900,1615,162,539,188,-726,65,839,2884,4691,4659,3133,-533,4581,0
-105,-270,482,1451,1343,6015,6931,8800,19335,17278,-100,-390,-333,-5,1974,8251,7808,8013,14901,10296,1
-25,-666,-1377,-159,585,3441,4493,6911,6109,19533,-192,-970,-522,1237,401,2200,4141,6097,3398,7685,1
15,620,1457,2278,4039,4405,4875,6609,7128,12167,391,325,1422,2693,4466,3935,3610,4424,6361,9653,1
284,1043,1288,2992,5114,8406,7682,9238,9506,16304,239,995,1003,1750,1627,3427,1971,7118,6328,7187,1
7,280,9,574,-3214,-3641,-10993,-10541,-15767,-22661,-186,571,-147,-3035,-6930,-7506,-15846,-9401,-8393,-24484,0
397,505,1107,780,1498,3420,4677,7145,10285,13805,64,319,1192,1201,2007,2593,4381,7140,9093,10558,1
769,549,929,1611,3011,2406,1904,4160,5772,9931,31,602,776,1695,2066,1126,1356,1397,1921,4459,1
443,-433,-638,456,-1301,-1324,868,-593,-1503,-14434,568,-390,-665,-506,-1054,1,922,532,208,-13358,0
-219,-486,-1499,-2363,-4777,-5761,-7178,-10045,-13269,-15097,245,175,-816,-1647,-3669,-5373,-5479,-6672,-6774,-8405,0
327,-187,-10,525,1442,2644,2462,4061,5799,9446,-66,-549,-191,-469,1796,3880,4046,6652,14763,22610,1
-1100,-3194,-1323,1903,4945,-1061,-10281,-14001,-14538,-25215,-1019,-2869,1702,8996,13561,173,-10619,-14917,-11808,-11977,0
-236,211,197,611,-179,-910,-2827,-6910,-10739,-14714,-143,365,364,-98,-519,-1427,-2580,-8522,-13796,-19073,0
477,1046,3946,2777,4748,7502,9878,5995,7614,-8136,61,-1196,2181,-1238,3564,5124,1646,-5215,83,-5091,0
208,112,1995,3564,2617,10076,15455,15606,24738,21469,-601,-797,-534,2152,3053,12203,18416,16554,23999,17656,1
-545,579,1845,864,2307,4660,6690,8735,19017,25987,-112,1162,2106,1705,2471,2637,6040,5917,13130,19100,1
265,-809,-688,-2680,-4700,-5177,-5812,-9138,-11391,-19657,61,-601,70,-280,-3056,-2771,-4452,-8227,-10187,-22653,0
-36,-45,547,129,-3202,-4060,-7059,-9981,-13155,-19569,-137,-96,438,-1439,-4952,-4964,-8603,-10051,-10930,-19305,0
-273,-994,-206,-342,-1683,-2925,-14880,-3782,-7908,-14024,-327,-528,-436,-3462,-4186,-4000,-20402,-4521,-6978,-3276,0
1427,2833,6996,7396,9586,15663,19908,19465,24441,33139,814,2424,5183,6152,8396,11677,13753,9050,6822,6187,1
62,-542,-1508,-4866,-4487,-5108,-213,-2737,-8860,-14558,387,-219,390,-5027,-6825,-9059,-5826,-14820,-22385,-32662,0
507,715,906,458,-867,-2474,-5295,-6999,-10089,-15567,367,531,453,835,972,-2040,-5071,-6908,-8087,-8712,0
569,543,1351,823,-2601,-1775,-5701,-9616,-7374,-900,382,300,1624,-2589,-8239,-8523,-12761,-19817,-12600,3449,1
555,114,-2531,-1045,-5191,-8823,-11229,-9723,-3728,-8659,21,75,-1314,46,-6498,-13058,-17245,-10795,-9681,-10591,0
-166,646,-563,-1264,-222,305,1188,5666,2297,6714,-539,-185,-738,-1922,-1416,2202,3613,9431,3365,4451,1
115,629,1064,1660,-293,-4808,-2464,-7747,-13271,-23483,48,135,162,1260,-1749,-6666,-3368,-9361,-16061,-22609,0
799,-1894,-2583,-4212,-5401,-5200,-9590,-11415,-12590,-19024,-317,-3390,-4525,-5024,-7948,-10417,-18883,-13598,-13901,-17933,0
149,691,-407,-1485,-2308,-2597,-8710,-8619,-13054,-16371,375,102,-406,-3615,-7067,-8561,-12181,-13962,-20547,-17539,0
131,488,1365,2810,3035,1729,4469,6236,10422,19521,-367,387,1560,3052,1630,-1465,5793,10203,18356,26687,1
802,1449,2170,3274,3691,5204,5509,7766,7374,6445,311,1011,1956,3244,3122,3247,3821,4644,4750,6238,1
-546,-1555,-3380,-6877,-7859,-7525,-564,-1618,-573,5046,-498,-1196,-2870,-6324,-7306,-6039,-5081,-8912,-10375,-6791,1
-215,-1494,-3128,-5064,-4164,-3513,-5092,-10210,-16431,-18606,232,-1125,-1977,-2817,-1408,-3823,-8991,-11498,-18250,-21706,0
118,590,586,309,575,1558,603,427,-3582,-8279,-133,32,154,-907,-1700,-1856,-2550,-3463,-8034,-9476,0
-236,-848,-1426,-3205,-2782,-2561,-1652,1946,3616,6417,-405,-1037,-1777,-3182,-2613,-2149,130,5964,11958,12092,1
1138,1788,1028,878,-1217,-2469,-8534,-7396,-11025,-7838,1080,1952,1688,-609,-2845,-6947,-9927,-5263,-7317,-7486,0
1484,2594,3330,264,3306,1848,10114,14673,9511,14442,776,1330,1400,-2047,-1491,-2305,6602,13346,2975,5400,1
323,1260,-429,-2805,-3159,-4797,-6484,-8457,-11510,-20284,283,533,-2116,-2674,-2975,-6618,-6634,-10377,-15494,-23631,0
138,937,2434,2625,3119,5137,10942,10316,13587,26566,-367,1120,2064,2304,2123,3370,6463,5425,8031,14751,1
649,227,-100,153,-708,-2008,-2019,-3678,-7075,-12087,481,-167,-907,-921,-1343,-3229,-3562,-7548,-7121,-11957,0
-71,406,2131,3081,4619,5547,6376,11255,12377,21802,-129,-253,1478,2089,2964,3412,3978,7167,8799,14321,1
-146,-938,-4160,-5296,-3399,-5440,-11846,-12765,-15096,-20430,54,-347,-2723,-2453,-2674,-3453,-10725,-12828,-18530,-18449,0
-429,41,477,2194,6010,7281,9013,11821,13745,16863,22,82,670,2633,3981,3804,5963,8199,10809,11527,1
265,1144,1811,2890,2661,5040,6725,7990,14177,22992,376,562,1338,2620,2724,4662,5586,5057,6684,10354,1
211,-275,-222,-1621,-6165,-4325,-10373,-11062,-14379,-14031,101,-201,-94,770,-4940,-3594,-15129,-16800,-19144,-19442,0
-64,-784,-1451,-2599,-4072,-6105,-10300,-14264,-21458,-29463,-234,-586,-1256,-2306,-3969,-6511,-10087,-11624,-14895,-22122,0
-580,-1078,-2286,-3695,-6190,-7461,-8752,-11170,-17516,-25530,-287,-1042,-1987,-2638,-5433,-6936,-7835,-12485,-17848,-22387,0
112,709,672,494,945,-705,-5504,-9446,-12788,-24769,569,1583,1796,1180,-2226,-3869,-9349,-13521,-14140,-24673,0
206,308,1198,227,3156,6472,5589,6296,10785,16984,270,672,1420,-697,615,5519,5105,6503,13303,19892,1
-336,-1766,-3588,-4509,-8160,-10156,-12236,-15395,-18630,-26780,-178,-600,-2067,-2798,-4887,-7649,-8493,-10935,-14380,-19099,0
201,401,1781,1947,3376,4504,4380,9512,10718,16072,127,339,2168,2079,3675,4446,4445,7766,7831,9426,1
151,2614,3847,4833,7810,10584,9136,9708,19171,31269,1,2097,3622,4909,7659,10612,10200,10339,16972,25968,1
621,1370,3425,2328,-3091,-3779,-5007,-1463,2820,2780,145,340,478,-813,-10440,-11788,-13214,-5431,6595,13263,1
-372,-404,-1170,-2469,-4390,-8552,-10360,-11443,-13220,-24407,-621,-722,-1512,-1422,-2481,-6416,-8037,-9795,-11233,-20433,0
-111,-1780,-4622,-7904,-12468,-14601,-18709,-21050,-26660,-29591,-464,-1902,-3242,-6369,-9654,-8011,-13671,-14800,-16878,-11878,0
-875,-3754,-6080,-12113,-15695,-17472,-21254,-28757,-28007,-32880,-1066,-2705,-7660,-15485,-20877,-26379,-29586,-40019,-33348,-21908,1
-249,-630,-1365,-3083,-6827,-9816,-12135,-10870,-12451,10733,-486,-908,-2943,-6512,-15555,-19715,-15541,-8672,-10657,9904,1
1128,4358,5844,6223,8952,10099,14905,15921,23721,32903,1674,3810,4977,3865,7319,9383,14186,12927,23654,30366,1
1000,923,457,-2253,-3926,-2405,-4721,-9132,-12597,-17216,-53,49,319,-1857,-1735,-108,-2382,-2544,-5073,-11730,0
568,1189,1210,-4588,-7673,-11652,-11173,-16185,-21256,-28753,246,1546,2269,-4161,-8078,-10546,-8474,-11869,-20576,-21717,0
59,-243,-1413,-3448,-6301,-6246,-5748,-13771,-12503,-18281,61,-191,-703,-2156,-3086,-3176,-4713,-14187,-13415,-20056,0
-547,-463,-31,472,-2425,-3636,-8243,-9906,-10996,-7170,74,-377,-1560,88,-5953,-12211,-19040,-13856,-9976,-7520,1
200,-64,1151,1916,1585,2053,1433,5515,5435,8592,152,-410,597,1979,3275,643,2998,11356,13920,20640,1
-363,-1034,-2301,-2462,760,1467,2819,8498,14676,18642,-286,-815,-1328,-992,2755,3004,2157,8342,8909,17224,1
403,375,1029,2200,3859,4755,6108,9205,11387,16343,-166,275,1208,2880,3241,6886,7837,11433,18928,25908,1
-193,-702,-924,-2498,-4910,-4341,-7474,-6184,-10136,-17258,-144,-748,-645,-945,-3083,-2471,-7663,-5693,-13476,-14332,0
329,3,-292,558,-1700,-2225,-4730,-6959,-11420,-13228,-261,320,229,2773,115,-4316,-4514,-7421,-9158,-8343,0
761,860,1683,2661,5043,4944,10347,12077,12537,21094,496,478,648,1412,2262,1278,2965,6505,6847,11047,1
565,852,1320,2775,-240,-1287,-3948,-13130,-17232,-21674,245,1164,2375,3662,-322,-678,-4833,-13194,-18927,-24844,0
1117,3227,4953,5353,4501,4512,683,6167,6337,7400,598,2516,3527,6203,4881,5502,-4072,6884,-3904,4903,1
165,945,4389,4711,1264,1897,-702,-5242,-14780,-12368,109,1353,4306,4274,-884,-2401,-10384,-17289,-22365,-19163,0
-209,732,1049,2927,4021,-1263,-4477,-11506,-14455,-22244,330,708,24,2165,-1689,-9718,-15803,-24977,-29645,-26647,0
311,-1329,825,-114,3894,6145,6351,8090,14495,21514,117,-957,-431,-991,2879,6180,12046,9355,18767,18565,1
84,-435,-2151,-4099,-5602,-9425,-13080,-16060,-18717,-30915,370,-349,-2030,-2353,-6189,-11905,-15557,-20186,-25416,-38511,0
84,-221,-1143,-3816,-7880,-10367,-11347,-11284,-11775,-18839,176,-171,-1299,-4178,-11243,-15243,-14620,-12098,-11257,-15700,0
-1044,-1069,-2290,-2546,2113,5349,7325,7676,8635,11035,-698,-1213,-1666,-1956,2020,1931,2821,4034,7716,9545,1
87,1571,3079,3501,5639,9707,11931,18391,26131,30487,89,1185,2822,3297,5746,9157,10505,12875,15378,12755,1
-418,-1018,-1305,-1339,-1591,-1666,-1439,-2460,-6442,-8435,-247,-1298,-1695,-1685,-1947,-2012,397,-1892,-6476,-8845,0
-1074,-1488,-1929,-3785,-4122,-4760,-3522,-5354,-6997,-11183,-1540,-1495,-2937,-3970,-5701,-7606,-6867,-8191,-12075,-21005,0
86,-1486,-1678,-1285,-2679,2997,6813,7170,-71,2106,-220,-2072,-2291,-2609,-5382,4017,11840,16032,20220,24119,1
425,880,2188,3645,5476,6474,7491,10767,21776,24692,302,683,2040,3180,4951,4904,7088,9475,15532,16381,1
-556,-1694,-2773,-3771,-6663,-8392,-13478,-18533,-17698,-33330,-836,-1066,-1792,-2705,-4226,-6981,-12113,-15676,-16090,-25942,0
-84,-829,228,-1366,-10168,-13517,-15686,-20232,-20123,-22283,-573,-754,-3545,-6996,-18167,-21249,-25816,-35255,-29711,-33218,0
-825,-607,-1070,1270,1031,2422,6134,6144,7315,13951,447,1034,718,2320,2228,3202,8787,9097,11274,12855,1
-582,-1807,-3440,-6175,-9862,-8750,-8981,-17180,-15933,-25683,-795,-2294,-3427,-5941,-8824,-8112,-8689,-14852,-12116,-16168,0
-588,325,1658,3386,1950,1106,9,-1804,-8430,-15755,-1106,-332,-304,2961,3679,4206,5492,4649,-8998,-13115,0
331,-64,520,1105,2028,2542,3671,6839,8270,10484,-19,170,-410,165,845,1229,2843,6184,7821,8738,1
-392,1302,997,-89,-2557,-3353,-5207,-9376,-9622,-14811,106,976,1022,-280,-1631,-730,-7379,-12930,-11403,-17751,0
165,479,-924,591,-224,-4004,-355,4594,5086,8579,39,1409,1107,4899,-2087,-11263,-5569,2096,-1079,1657,1
696,-1263,-3056,-1322,-3966,-1514,1195,1953,4914,7490,908,-1219,917,3831,797,6997,10992,14061,16263,16644,1
-34,777,4213,6037,3681,3644,6563,9875,10881,6243,-20,152,2276,5322,5692,9757,16891,29549,27809,17239,1
4,1352,2575,5642,3735,4219,6059,7457,9114,11891,19,1403,1967,772,-176,-32,1568,4108,8399,7717,1
-1027,393,-2604,-5913,-9554,-11312,-9238,-10535,-14341,-10887,-1052,-52,-3157,-4992,-5995,-7180,-2788,6626,4247,4324,0
12,1871,3898,3530,3942,2480,1410,-323,-956,-2492,-136,2399,4584,7001,3656,1386,2917,467,-1362,-2836,0
264,1300,2570,2922,5352,754,4495,6545,5341,5725,-116,1218,1381,560,5815,4255,10609,16926,10993,14134,1
-451,321,956,3290,10825,15270,11208,14982,18402,15705,-426,310,-2271,-141,7194,10581,2744,3722,-148,-3783,1
-219,2503,3099,6267,9384,11192,15406,16117,19221,26832,73,1605,2560,5404,7912,9087,11612,11855,14458,18833,1
-644,-1037,-1679,-2402,-4044,-3675,-5795,-7066,-9544,-18884,-707,-1488,-861,-271,-2310,-2733,-4763,-7392,-9745,-15462,0
24,-262,-1546,-2440,-1293,1680,1213,-8382,-8584,-1673,137,-361,-1013,-2563,-2851,1780,1559,-6803,1900,5995,1
-579,-2612,-2964,-3323,-3851,-3681,-6740,-11819,-15793,-16683,-683,-2308,-3284,-2811,-4933,-6320,-11413,-18427,-21887,-19886,0
-405,-1308,-2522,-2723,-5520,-5810,-13073,-16016,-15081,-25574,-803,-372,-1729,-2513,-6178,-6240,-14045,-16589,-14126,-22362,0
17,416,1958,3818,7016,8219,11479,10440,11826,16108,281,408,2226,3252,4728,5782,6880,4297,5271,11005,1
-593,-216,-384,6,-1818,-736,-1707,-8545,-12639,-15476,101,57,277,701,81,863,-2645,-9180,-9971,-14599,0
-333,-1039,-1178,52,-1073,-4463,-2373,-4212,-6400,-14424,-8,-473,-1408,-5291,-6059,-10633,-6156,-8961,-12986,-17478,0
524,1877,1363,909,362,2804,6998,7322,12684,16604,-161,847,474,1630,1096,3158,7334,8751,12524,17787,1
250,475,774,1673,5081,7707,8943,9043,16743,18345,407,412,772,764,2686,8448,5544,6822,11743,5802,1
-234,30,-1017,-4560,-7652,-6724,-8451,-10448,-15111,-20581,-321,218,-907,-3395,-5264,-4314,-5056,-7458,-10648,-20067,0
350,1022,2356,4679,6090,11954,16182,25456,23468,30937,-231,16,1853,4489,5400,9850,13799,21386,15845,20243,1
-200,-30,-1008,-1190,344,3065,5728,10729,13640,20532,296,232,-1292,-353,992,2640,5588,10259,15353,20046,1
-112,-440,606,366,347,3595,4629,4899,1653,1027,377,411,1873,3609,4510,7166,10573,9353,1415,5175,1
1070,376,-4193,419,1456,1699,925,687,3998,6120,930,296,-4619,719,2411,7676,-2205,-4598,-3563,76,1
198,1190,846,1213,2357,2211,3148,4398,5489,-2057,202,821,21,724,1248,2484,4134,6780,9103,-7278,0
548,1059,785,-272,-1912,-3272,-6106,-11063,-11691,-8689,728,1485,1104,-562,-3042,-6092,-13381,-25738,-14742,-7476,0
-162,644,1533,1559,3291,3282,5707,7649,7654,13578,236,950,1987,2043,3243,3634,5303,3410,3213,6510,1
459,1048,1238,2268,-1052,2498,1628,7700,7701,-1843,26,509,-139,-127,-4783,521,890,12178,8647,989,0
346,305,-725,-1017,-3681,-5038,-7203,-8757,-14232,-13798,-480,-613,-1838,-2782,-2807,-5139,-7790,-14030,-14753,-18613,0
-66,-545,-292,-1051,-2910,-800,-4727,-4697,-5788,-2221,912,952,1863,944,1816,7513,-3944,-7398,-11175,-17358,0
-48,-843,-1679,-136,-1376,-2394,-464,692,10832,14478,-295,-339,-1738,-970,-2232,-4099,-2669,-3095,1545,3524,1
-30,3,279,-678,-1156,-375,-2222,-3947,-6617,-10402,268,-308,211,-1365,-1838,-1456,-4506,-6612,-8339,-13355,0
-352,-1336,-1405,-1887,-1704,-511,3705,5573,10512,14632,-182,-1106,-1502,144,694,795,6224,7019,12119,14539,1
696,2079,2870,5409,5036,7510,8795,8486,13230,16442,159,1583,2485,3160,1657,3113,3638,4207,6373,9873,1
1183,3977,5499,8300,10203,11792,13668,11445,13780,22566,1216,4262,4334,6725,10203,12476,14344,9794,15258,21762,1
-48,182,-323,-78,-3811,-7165,-10094,-9810,-15826,-25750,-111,-418,-593,460,-76,-2209,-6646,-3227,-3947,-10495,0
-289,-2176,-2256,-4047,-2091,-3805,-2043,-4733,-10458,-11859,-113,-1759,-1405,-2284,803,-271,2577,338,-10152,-11583,0
-191,-126,-970,-1349,2641,4990,9942,12195,15506,18303,-254,-110,408,-227,1669,2036,7177,7317,11611,14133,1
-1311,-2719,-5167,-7330,-8539,-13220,-19629,-24869,-27426,-30219,-970,-1680,-3993,-4929,-6488,-9745,-15049,-24270,-23158,-18536,0
-568,-1054,-3327,-4594,-6795,-10587,-14975,-15711,-19528,-26003,-513,-962,-3326,-3485,-5859,-9471,-14422,-11488,-16447,-21751,0
-740,-1032,-2413,1069,185,1300,1998,5625,12400,12668,-101,-215,-503,2293,-978,-1366,329,3096,7660,3989,1
