rg1,rg2,rg3,rg4,rg5,rg6,rg7,rg8,rg9,rg10,rx1,rx2,rx3,rx4,rx5,rx6,rx7,rx8,rx9,rx10,rwin
103,-280,-334,7,731,-350,-1832,591,-2543,-5719,352,-335,191,165,1230,-1131,-2061,2992,-2418,-4857,0
689,-4,304,932,-2392,-5805,-8208,-10862,-11918,-16821,936,248,531,712,-5939,-13009,-13838,-7703,-9434,-8701,0
-155,-839,-1243,-682,915,5626,387,-333,2511,1973,-547,-1625,-1560,74,2874,13490,4131,4164,11851,6717,1
253,-71,-901,-1250,-378,-2486,-1921,-3876,-8766,-11923,388,680,-472,-1392,-1150,-3624,-3148,-4964,-10323,-15395,0
-469,-951,-1809,-2955,-3088,-3989,-4045,-7354,-7877,-14145,-62,-739,-1871,-2413,-2015,-3210,-4846,-12255,-13993,-21118,0
382,1407,1999,2587,5259,4808,4471,4586,6176,10492,66,1047,1803,2157,3709,3419,2487,1320,5545,14615,1
175,474,1664,2429,3226,4515,5333,5703,7090,6659,-25,585,1337,2671,3105,4556,2733,5002,5214,7065,1
-121,-31,613,2705,1390,1839,4866,11515,14032,21121,251,455,1156,3378,1481,1581,2956,11529,17740,24051,1
-681,-352,-1591,-4358,-5269,-8723,-12894,-16450,-20757,-25485,-351,101,-2057,-4587,-8120,-10984,-20432,-24306,-30465,-27302,0
-886,-424,-548,-677,-859,-1129,-3334,-8042,-9510,-17313,-136,26,93,-1341,-1087,-452,-2260,-11182,-10508,-19082,0
-774,-1885,-1918,-2316,-3055,-5128,-4283,-8593,-11681,-14074,-1028,-2216,-2749,-3170,-4552,-5253,-2994,-10916,-14590,-21839,0
296,1350,232,487,4785,10535,10722,122,-7428,-9584,281,1306,367,1668,7291,13615,14518,2624,-2660,-3253,0
960,2242,845,1340,-4397,-5999,-6801,-9423,-5591,-7409,-290,934,205,2014,-3008,-8012,-5228,-9773,3680,1957,0
369,386,626,109,803,-1209,-3578,-4920,-9065,-14939,73,428,1421,1234,1105,-891,-6614,-8501,-16379,-19101,0
-175,735,1061,1095,2388,2519,5726,6715,8498,16628,-32,913,889,971,1848,1571,2780,5917,6616,13075,1
-101,-323,157,-51,7,-677,-7236,-12905,-16617,-27809,-146,-205,370,-922,-416,-3108,-13373,-17917,-23444,-30464,0
490,-1367,-2148,-5234,-5975,-5629,-2203,-1967,-614,-4142,9,-1229,-1022,-4876,-4554,-3226,2161,-1334,-2349,-1306,0
1638,2429,2318,2553,4551,6750,6658,7547,8398,16851,555,1563,962,833,3053,3501,3888,7271,6528,11735,1
473,2071,718,853,1943,106,-2877,-9434,-7987,-12938,552,2553,1353,3147,3525,611,483,-6502,-3434,-9918,0
-871,-3446,-8177,-12420,-10713,-5957,-9216,-2147,-1315,3238,-831,-1845,-6968,-11509,-12537,-6909,-17400,-8181,-6360,-8896,1
332,900,1552,3892,4894,7769,9737,9065,10811,14821,562,1359,2459,4943,5510,8144,8643,8874,12267,19214,1
-449,-828,319,1264,1569,349,4585,7737,7778,10343,3,-819,269,-148,1821,-2803,7369,17845,8698,9719,1
141,369,-75,-1133,-2144,-1089,-965,-5427,-8441,-11727,39,282,-441,-1297,-3375,-2837,-3527,-5707,-4549,-4692,0
873,1785,2684,3668,3953,7022,9918,12195,16961,25343,191,921,1946,2454,3489,7350,11049,15222,19433,21990,1
-650,-1288,-2199,-3373,-5257,-6620,-8107,-10917,-12174,-16504,-349,-448,-1721,-2905,-5028,-6508,-8022,-10965,-15099,-17384,0
546,661,278,-1552,-1994,-2513,-3168,-5865,-7193,-9700,209,710,170,-1861,-2194,-2882,-3358,-6022,-5138,-6741,0
471,3233,3399,4341,3621,8253,2829,6367,7427,15004,349,3005,2033,2331,5663,12665,5867,10760,14979,21689,1
273,182,1118,1827,2649,3001,6325,7328,9468,11643,106,763,1379,1915,2546,3340,6295,6025,8677,13213,1
36,644,1306,1184,1081,2156,1974,3700,5012,7944,113,-654,-415,-681,-960,-508,-705,1964,2489,5118,1
1265,1239,2440,3369,5386,10184,5587,10360,10514,11852,667,291,2513,2865,6159,14347,3718,12800,5424,185,1
575,1363,3766,5660,6580,10508,9182,8551,17338,21189,440,1165,3442,4006,4158,6745,1477,552,13087,17452,1
558,1507,2694,3744,8242,7574,10852,13494,14215,23077,153,828,1566,2095,5204,6754,10759,13352,13715,17933,1
-194,91,517,-90,1518,1272,5371,12695,16290,21330,192,125,34,919,5456,1829,16700,18590,29113,29719,1
-791,-381,1511,602,378,881,277,3442,3940,5221,-297,31,1533,256,-1491,590,-2660,1916,-208,591,1
-556,-1475,86,629,1429,4483,6733,10147,9459,4832,-74,248,3449,5045,1187,2185,5775,13435,15818,7588,1
565,583,72,442,1339,5661,9643,9640,11032,18151,505,446,-578,-1339,-84,4039,8018,7043,9105,17554,1
255,367,1732,3470,-651,-2483,-1964,1574,3261,9334,609,1311,1666,1026,-5049,-4469,-4835,-1412,-5898,3218,1
572,831,1313,-890,-1483,-4184,73,6284,10272,8874,513,369,195,-3344,-3315,-11767,-5502,-1410,557,-7866,1
236,320,213,1689,1755,2707,3046,4446,2939,8059,522,343,-231,1451,1754,5160,7615,9355,5626,14455,1
-397,-1510,-3631,-4757,-8072,-10076,-11433,-19077,-22564,-25331,-745,-2107,-3218,-3785,-7193,-9187,-13543,-22001,-28272,-27534,0
-182,-910,-1903,-3695,-4817,-6791,-11109,-11981,-10560,-13909,-318,-457,-1638,-3448,-4674,-6768,-11374,-11032,-7667,-7925,0
-4,-333,-106,-751,63,208,-2784,-2639,-4929,-11391,32,-225,-417,-1664,2010,284,-2931,-3487,-8755,-6283,0
-566,-253,-2113,-1965,-1119,791,2404,4308,4641,7570,-544,252,-1563,863,2087,1869,5094,2819,-974,-5946,1
-562,-1387,-2458,-2103,-1125,-1715,1116,809,2061,4063,-281,-622,-1480,-701,-841,-731,2164,-399,215,3096,1
41,-639,-969,-1444,-2005,-6137,-8487,-12449,-15861,-15112,-405,-1208,-1106,-1412,-1409,-6246,-7638,-12966,-11059,-12011,0
-354,-926,-2074,-3874,-8963,-9937,-9451,-3449,-3390,-6033,-760,-1733,-597,-3845,-11225,-13196,-9617,-6122,-9804,-9316,0
553,-19,120,-264,-1098,143,1053,2240,3369,6879,203,-841,-917,-1002,133,1522,2063,2293,5798,9870,1
-34,-324,-1564,-3269,-2388,-888,2143,10304,12681,17092,-716,-1282,-2716,-4077,-3953,-582,3068,8022,11233,17436,1
-97,464,1251,3499,2471,3182,1572,1115,-3518,-7804,-389,-407,136,1116,-207,263,-2863,-5309,-6961,-11131,0
638,503,645,1212,521,1216,616,1383,1434,-3171,237,694,-146,-1859,-2132,-1574,-1565,1346,2856,-7335,0
140,-72,2210,1522,3177,5688,11227,14641,9427,2054,250,-462,-1492,1311,2521,6359,11094,12872,8565,10301,1
134,-344,-1507,1383,3102,993,-1835,-7182,-14236,-20465,189,-417,-514,2751,3427,5167,-2786,-8923,-14434,-17044,0
221,-326,-1600,-2464,-3102,-9951,-11643,-16559,-18807,-26070,795,-78,-11,-2240,-1258,-10751,-19410,-13881,-16855,-18454,0
966,1411,2497,3354,3056,4901,4802,6173,6607,8549,73,423,1496,2203,2949,2206,1334,1669,1587,3149,1
-4,675,932,897,2257,3494,2955,5829,12167,20809,-419,-22,769,-186,-155,20,3693,6827,6146,9483,1
-347,-1501,-1299,-510,-1811,-3848,-401,1815,7932,11038,-148,-547,-1963,1005,-601,-2448,2951,3548,13073,9421,1
-789,-1204,-1901,-2244,-3893,-4865,-5194,-5733,-7138,-9933,-358,-338,-931,-1211,-2918,-3992,-3987,-4091,-4770,-6589,0
-104,917,1374,2328,2667,2167,-757,-7758,-13338,-18182,441,349,640,1363,-469,-2353,-8622,-21902,-27729,-24087,0
22,-205,456,-693,-361,63,-794,-2702,-9324,-11655,-131,-771,657,402,934,-2787,-2528,-3018,-14310,-15352,0
-1013,-1793,-3638,-3594,-2458,-3893,-8268,-12879,-13757,-16562,-801,-1041,-3177,-4981,-6607,-8257,-14164,-19779,-20611,-17693,0
678,215,1047,1497,3630,7481,7777,11892,15813,25590,849,773,1718,1387,2744,5854,6041,12143,17624,25012,1
-664,-1531,-1032,-968,-2627,-2332,-3296,-3977,-10406,-10283,-333,-935,-117,-888,-2813,-1824,-2752,-2950,-10347,-8659,0
-172,-207,-1593,-4347,-5578,-7310,-12334,-7803,-13203,-14729,109,362,-123,-3445,-4383,-8702,-16403,-8592,-14465,-18569,0
-693,-615,-1002,-1049,-2229,-4213,-7424,-7248,-9517,-17805,-609,-494,-1058,-1304,-3075,-3720,-6926,-8100,-12246,-22728,0
-1641,-1556,-4111,-2487,-51,3534,10028,7917,6529,-9289,-1536,-1769,-3422,-2005,2443,10733,26347,20248,15880,1810,0
-540,-834,-1506,-1421,-2100,-3908,-6048,-6746,-5643,-9596,-344,-1153,-1957,-2224,-2804,-4525,-7037,-7486,-6803,-13086,0
-484,-1710,-2677,-2587,-3352,-5036,-4559,-11475,-14422,-19192,18,-1525,-1106,-1373,-2954,-10002,-9834,-20095,-18370,-27534,0
-460,176,3042,2019,93,-6295,-7933,-8277,-12232,-15805,1305,2006,6053,6541,3338,-5061,-5651,-7530,-9205,-12224,0
249,386,112,128,-90,-1704,-4166,-1942,-3431,7416,-220,994,-430,-172,998,1372,-1119,4112,9373,12716,1
351,332,-213,-465,1090,892,2029,4483,7196,14803,103,-1022,-1334,-2538,-2061,-967,50,4315,10923,20419,1
-176,1135,-149,-244,1216,-711,-7465,-15315,-24135,-24410,257,69,-2142,-3819,-595,-2997,-16291,-28350,-27079,-25029,0
180,-164,-827,-1145,-694,-2931,-1,2630,3934,7308,12,206,-252,-253,2366,1997,5804,11130,12148,13496,1
-65,-37,-56,-2317,-1424,-1893,-2977,-2283,-3287,-10074,189,28,-10,-2076,-218,-1238,-3125,-1980,-5869,-18067,0
-222,-535,-540,-1233,-820,-663,-916,-755,3949,8741,-504,-52,-260,337,1154,1812,2633,5740,12545,21271,1
-913,-886,-2673,-3716,-3730,-3497,-5168,-11482,-21894,-24557,-578,-1052,-2826,-6972,-7347,-334,-7031,-21172,-21496,-23233,0
-1063,-1149,-2579,-1695,-570,-185,-1122,-754,2431,13349,-137,196,76,2549,2486,2357,3898,3807,11009,16855,1
-113,-739,1762,2841,4019,3285,4723,12554,10629,10290,134,-824,3800,1730,9375,6007,13976,19052,15298,13415,1
-232,-658,1414,830,2201,3256,-4336,-8755,-12823,-19992,-798,-757,1670,-618,531,982,-9988,-10404,-12658,-25491,0
394,205,-301,75,-55,-313,-1150,-761,-5352,-13174,426,238,-248,-1402,-1562,-714,-3189,-4463,-12196,-16243,0
-541,-1011,-886,-3057,-4730,-4943,83,830,-2796,-10736,137,-568,112,-1443,-1876,-1439,4886,2471,-3570,-10497,0
313,1040,2037,3880,4506,3088,4673,8181,11412,22946,-404,1079,2300,3044,2625,293,2506,7560,9258,17224,1
-350,-1606,-729,-418,1426,2762,2084,4219,6853,12155,-152,-1151,-204,159,24,1740,369,3820,6818,10326,1
-214,-736,1381,2524,930,-728,-4623,-8072,-15901,-23290,-203,-763,710,2509,3444,207,-3126,-6646,-6869,-11765,0
50,766,1047,810,11,-2365,-8365,-12806,-16095,-27340,537,1124,864,-611,-1321,-5121,-9594,-12815,-14205,-14167,0
-528,-710,-2467,-2169,-7033,-4877,-5791,-4148,-1895,1438,-889,-97,-1371,-2301,-9800,-14983,-11906,-8774,-8956,6013,1
-331,471,1022,144,-139,-249,1143,-529,-3057,-6498,-341,192,648,-1337,-2197,-2521,-2681,-7848,-14975,-19285,0
-132,676,1238,2305,2905,5603,6276,8859,13938,18457,121,70,785,2234,4007,5031,7013,12166,23537,28002,1
-915,-936,-1565,-2370,-2698,-5105,-7045,-10326,-16544,-27454,-499,-717,-1419,-2496,-2778,-4961,-5881,-8738,-14656,-21529,0
185,-167,-1446,-1945,-3622,-5338,-6968,-8046,-16160,-21672,319,-184,-642,-1189,-2229,-4290,-5104,-6655,-10816,-15117,0
-220,-1816,-3489,-4621,-6619,-6779,-8773,-9366,-8318,-13684,-171,-2231,-2476,-3608,-2901,-3409,-5130,-8009,-4647,-11933,0
840,774,-523,-612,-1597,-5659,-2734,-519,-905,-1392,657,428,-1493,793,2464,-7300,-5246,59,-4979,-4221,1
616,-175,828,2731,5259,4594,4983,3896,9509,11404,165,-581,637,3981,5894,5001,5313,1054,9744,11580,1
76,-675,280,-328,2177,2578,1112,1563,-6253,-4100,234,-693,801,-1485,3892,5301,4927,6952,-1537,9872,1
630,568,518,2398,463,2740,8755,12931,12067,12725,392,-440,-197,1339,-1142,1535,8472,5561,7061,12549,1
-620,-243,1299,2165,399,735,523,-4668,-5655,-18449,-1004,-734,-17,1340,-1307,-1148,1638,-4881,-685,-20560,0
355,1223,2453,5164,6701,8160,11154,7630,8368,12126,397,1203,2443,5494,6727,9670,11690,8119,8780,13263,1
134,601,906,3215,5312,4488,4716,7541,6648,13093,647,926,816,1449,2729,1143,1575,4240,3422,7922,1
-334,-767,-436,-1987,-1142,-1557,-4853,-5558,-6705,-7559,-88,-320,-1641,-3032,-3005,-4110,-8668,-8057,-8647,-11804,0
989,1171,1091,1549,1976,2677,3392,7176,9819,13990,516,169,-98,455,1508,1048,582,4162,6297,12000,1
-1375,-1259,-104,2,-1880,-4778,-6283,-8386,-9822,-17748,-391,-574,531,-40,-4402,-6122,-10179,-14318,-16100,-26137,0
528,-831,-879,-627,-1113,-1537,-3129,-4258,-3332,-8308,402,-221,390,781,-1847,-2623,-6078,-7165,-7983,-9988,0
41,-642,152,514,4352,6569,9260,9851,9438,11444,443,43,458,1567,7101,7023,7516,9662,13582,14923,1
-718,-482,-663,-2064,-1369,-3459,-4752,-1500,2412,8373,-561,-332,344,-2528,-686,-3988,-1861,4218,7917,10192,1
682,561,21,-1731,-2969,-1986,-7700,-13048,-22508,-20332,275,128,7,552,-252,473,-9830,-17754,-14902,-11735,0
225,814,763,189,-2580,-1442,-2812,-4402,-6443,-9280,-509,-624,-138,-2026,-5621,-1886,-2636,-5473,-9860,-14724,0
168,494,544,1094,866,2692,5437,7402,12478,16514,-85,70,354,1275,1191,3385,6930,9559,14426,17693,1
-255,13,120,54,1256,2160,1660,477,3093,4640,-33,255,797,623,-39,904,217,-747,1370,993,1
6,1103,1288,1363,1919,1988,5437,4985,7031,10726,-114,187,789,2305,3433,3328,6628,6387,12003,12576,1
-483,312,2327,5002,8851,10485,10200,13304,14725,19134,-42,1376,2065,5405,4836,6678,13124,15115,6249,4287,1
-447,-337,-469,-2958,-2594,-4283,-5309,-11694,-15251,-20512,-469,-383,-902,-3221,-3406,-4850,-6583,-11423,-17200,-21130,0
-358,-852,-513,-679,-1271,-2575,-4239,-7622,-9858,-16203,-691,-1384,-953,-1265,-2326,-3785,-3707,-6568,-9110,-13957,0
787,1046,1237,-2837,-1375,1392,-428,-8481,320,-3876,-25,20,-1633,-3908,-2007,1465,-1194,-12059,-2174,-9534,0
302,808,919,-763,592,1360,-4215,-10118,-6602,-6308,338,1496,425,-1885,2488,1370,-6029,-15195,-6190,-2223,0
-1302,-878,-2096,-427,465,2171,3690,13385,9715,1462,-197,-960,-523,2192,3040,5458,11074,12711,4359,-1670,1
-109,901,1431,1655,-268,-5541,-8371,-6434,-11205,-13624,120,866,1130,1319,-1386,-7507,-10458,-13489,-15589,-19490,0
-380,-537,-163,29,-3683,-7917,-10861,-16045,-24977,-30047,76,-279,321,-927,-8600,-11942,-19682,-27669,-36487,-28140,0
326,1871,588,-1460,-1347,-2718,-5189,-6525,-8431,-16673,253,710,-1230,-2590,-1892,-3098,-6769,-7050,-7450,-8838,0
-324,-883,952,2296,6181,6905,3587,2570,9300,11542,-377,-843,2296,3028,6427,8496,1711,-2347,-199,-5609,1
-59,-552,324,-2204,-8648,-8634,-8428,-10564,-12574,-8602,22,409,-1192,-7017,-18935,-16631,-14808,-19046,-15466,-8904,0
908,1554,1240,1992,3096,3067,5282,5328,4800,7948,195,1113,1312,445,2639,3036,5951,7908,8918,18724,1
-793,-406,-129,2182,3132,4842,1914,-6422,-3127,-6564,-388,302,994,3831,3853,5731,-2183,-3145,4607,-2885,0
706,-378,908,3618,3713,3882,3063,2510,4388,24401,67,-1382,1254,5474,5308,5074,3406,5020,5725,9722,1
-315,-2148,-5784,-8022,-9764,-16175,-15743,-22534,-26380,-34230,849,-751,-2170,-7532,-8409,-15917,-19999,-32337,-40392,-57907,0
-346,-601,-1605,-2756,-3730,-5082,-9315,-10919,-15817,-18477,-405,-348,-1849,-1263,-2661,-6489,-12791,-14409,-19880,-26061,0
166,290,318,1252,3399,4745,6682,7392,8552,9117,150,216,710,1554,3153,2259,2913,1909,1128,737,1
215,391,8,-1250,-584,-542,1008,2117,-2627,-764,-75,-561,-2034,-2622,-3022,-4882,-2150,-7349,-14131,-11884,0
185,-126,-845,-1050,-859,-2361,-4813,-5691,-7025,-13705,-59,-488,-1315,-1828,-3030,-4029,-7129,-8048,-10033,-16025,0
-183,-256,177,-685,1512,386,934,-2729,-7478,-9842,-401,-544,3,-245,2552,2136,-962,-4944,-7015,-6243,0
258,-506,-937,-1780,-702,-2939,-4162,-6443,-8995,-12388,25,-677,-1851,-3401,-2493,-5052,-5873,-8638,-8533,-9859,0
164,1142,10,-174,4542,5198,8005,19624,24916,28182,482,1273,212,742,7781,8638,14455,21462,25414,16635,1
212,780,2312,1420,2554,3616,4777,8156,10027,13784,180,1457,2829,1333,2024,2834,2846,6753,9582,9887,1
79,770,1312,3409,4102,4511,8908,14634,18559,23579,-148,901,1744,2782,4086,2124,8739,12745,16059,21192,1
-262,-192,441,869,3123,4364,6639,11933,18101,30128,-115,135,956,2073,6116,6535,9259,13202,22767,30180,1
-227,-648,-452,-875,-1103,-3824,-6156,-8970,-13364,-14924,-185,-164,257,-611,-1273,-3430,-5574,-11050,-14815,-18370,0
368,769,2687,1771,2680,2117,9121,9881,20680,26894,-179,-645,1082,47,-1186,-3588,2848,2434,13370,13092,1
-825,-592,-804,1500,3610,5381,10039,7662,12385,24275,-1279,-564,-1031,-314,2837,5314,8260,2033,6819,12424,1
-356,-342,-777,-716,-1059,-1185,-1617,-2680,-3993,-6587,-353,-519,-1413,-1397,-2209,-2519,-3195,-3814,-3780,-5539,0
829,730,853,2298,2703,4524,5165,6939,9721,15297,64,82,79,1705,1957,3104,4522,7942,11600,14764,1
-1992,-3182,-778,221,-416,5192,5280,7662,5023,2168,-1117,-2339,1453,5559,4734,11086,11939,12844,1198,3166,1
-35,575,732,1024,1012,1647,2936,5870,11497,16558,-36,862,600,1154,1110,2574,2648,6322,8031,13997,1
492,714,9,-169,513,-166,2828,3171,6016,17092,471,292,-82,-63,901,-1301,828,2227,1677,7492,1
575,207,1411,1729,-389,-1572,-2738,-3056,-403,-3737,783,14,3912,5330,1769,-271,83,349,2164,4213,1
-48,874,1461,1151,1879,2612,2630,3487,6890,6105,-246,-530,544,-437,-158,830,1411,937,3007,1749,1
472,923,-311,1712,988,-211,-762,5043,5069,21432,89,296,-1337,1658,2,654,-894,7868,9067,18802,1
-448,-770,-892,-2980,-5715,-9746,-10333,-15602,-18102,-21781,260,-487,-281,-2992,-3699,-8609,-6034,-7080,-11027,-12507,0
379,796,999,-1753,-987,-6656,-3763,-5528,-8423,-17919,601,576,960,-3435,-3699,-14036,-7717,-8977,-18243,-22711,0
-2152,-3352,-3804,-3699,-6411,-6787,-9102,-11326,-18549,-20252,-1263,-3115,-3284,-3146,-5759,-7514,-11286,-14883,-21104,-23566,0
179,722,1831,4100,1619,1116,4752,7651,16480,18296,-113,345,1661,2441,-115,49,5013,7160,15270,13845,1
-496,-1005,-1759,-2537,-4917,-4500,-7958,-11271,-14422,-22439,-162,-958,-1502,-2640,-3623,-4165,-9273,-13019,-17958,-23654,0
165,-541,-1119,-1025,-1206,-3108,-7850,-10721,-13392,-17600,-426,-1427,-2057,-1115,-1694,-4050,-5877,-10662,-13799,-14442,0
23,582,1513,2474,5219,5316,6769,9323,8905,18320,-402,-237,844,2485,3081,2644,2225,3755,4768,10957,1
-486,-1431,-3189,-4265,-6330,-6643,-5564,-6115,-10206,-15082,-244,-1597,-3324,-2377,-3854,-3863,-380,-4364,-6867,-10203,0
-290,267,447,1311,1420,2898,1900,8272,10677,11435,-83,569,941,999,777,776,-1759,2372,2412,2928,1
82,178,-190,309,-245,791,4624,2384,4822,16181,-64,402,-64,3067,1573,983,7335,5941,12672,23408,1
-147,434,634,1253,719,-1728,-957,-3305,-14513,-22998,-151,-160,-887,59,-1028,-3311,-3487,-10325,-24383,-33951,0
292,-367,291,-2259,1945,2925,-1330,-375,-4858,-2649,347,5,-2511,-2583,8646,10035,-1183,2721,1216,2327,0
-130,-1175,-2523,-4906,-5690,-8788,-10153,-13634,-14186,-14811,-178,-989,-2678,-5187,-4759,-7374,-9838,-11783,-10301,-10597,0
397,-958,-3195,1,2507,195,-4991,-5303,-13501,-17805,117,-1215,-4545,-3130,816,-4770,-11872,-10350,-15526,-11147,0
156,-294,-8,-265,-2170,-5664,-6909,-8390,-10748,-11306,129,669,926,701,-3835,-5779,-6541,-6387,-10774,-11318,0
-521,-22,-874,165,-2595,-4870,-9552,-11876,-14526,-15037,-490,173,-1075,416,-4074,-7543,-14336,-16389,-19535,-18882,0
-531,-308,631,2069,196,317,-2587,-4786,-2511,-3901,-784,134,1423,2189,1818,3846,-484,-3664,-3182,-3652,0
-883,-1956,-3228,-7859,-8178,-10929,-11404,-13852,-17501,-14212,-97,-1165,-2479,-6078,-3914,-7479,-7297,-13310,-18869,-13973,1
-171,-547,27,427,-6753,-889,-3297,-8957,-12550,-16912,-252,-288,780,728,-3750,4379,-2743,-9240,-12458,-14356,0
638,1465,1345,3131,6184,9185,10273,12181,12196,8741,849,447,-130,2410,3490,8004,11026,16537,19223,15154,1
-138,34,254,592,1102,702,2055,3699,7173,7111,9,653,1028,921,2482,2771,4806,7254,12691,17455,1
198,163,-264,68,735,-569,-1849,-4575,-8278,-13638,-27,-612,-1577,-1414,-2362,-4346,-6409,-10467,-15464,-17878,0
-780,-63,702,720,771,1512,3639,4681,5968,8734,-583,812,1351,1633,1601,3196,6882,9965,13376,16870,1
-13,-379,-1122,-1946,-1593,-3645,-382,403,3466,8268,-6,1160,332,599,314,-4655,2229,3167,7477,15112,1
415,-437,-2028,-5113,-3929,-4664,-9499,-9338,-15291,-18002,427,-1086,-2822,-7079,-6517,-4470,-12400,-13485,-16649,-14878,0
533,337,-177,159,-664,-102,-943,-2214,-4802,-12308,183,-177,-703,244,-645,-1887,-4207,-8371,-15853,-26476,0
-243,-619,-756,-2005,-1879,135,-2036,1768,2959,14079,-244,-498,-1076,-2155,-2480,-465,-2009,2249,2630,7769,1
1200,895,-349,-773,605,-1004,1091,-2176,-2516,-975,604,-476,-951,-617,1780,1350,2163,411,3170,7716,0
-198,-1572,309,-1190,-3915,-8858,-2659,-2299,-9995,-14301,-540,-2174,-1865,-5879,-12013,-23213,-10570,-5674,-10033,-11911,0
-1347,-1023,-1221,-1630,3280,8107,10390,12123,17737,22152,-667,-288,-2697,-257,4854,10452,13646,16410,27699,34566,1
-794,-1533,-3864,-4813,-7950,-8087,-10378,-13420,-16721,-22941,-964,-1673,-4663,-5562,-6892,-7243,-8384,-9482,-15346,-17525,0
323,934,237,-792,2147,197,991,7964,9976,8612,728,1208,562,-54,3150,-1546,-6419,4567,3901,-8051,0
198,-356,-158,-691,502,4494,4576,14,-563,-13364,158,-150,288,3260,2758,7289,8150,5916,2688,3983,0
290,821,2366,3900,3914,7540,7218,9610,10856,14502,375,354,1842,2465,1561,3225,4246,7292,8230,11166,1
-750,-684,668,634,2508,4997,6261,7471,9179,10137,510,557,696,-847,1040,5838,5759,8020,9698,8510,1
-136,1046,592,3233,1389,3364,1437,-1792,-2026,-3885,75,1704,1006,4599,1335,5202,2808,-2636,1343,1891,0
-27,-79,184,2186,-478,-1381,1430,5431,6660,2666,-513,715,-212,1228,-2076,3563,-3060,1608,3355,-641,1
960,1727,2108,3243,5940,7111,7489,8441,13841,18486,-95,769,1357,1233,2985,2875,5072,8879,17499,24912,1
-1209,-1513,-2278,-6308,-10240,-13259,-19955,-22460,-18661,-14455,159,-1211,-2912,-7274,-12962,-16794,-20818,-21723,-12482,-12813,0
342,-742,-153,1973,6125,9494,14061,18751,24395,31147,204,-858,-282,2842,9921,13618,15943,21805,26950,33494,1
733,641,623,396,-972,-224,243,4127,12040,16309,-458,-924,-483,1345,338,1905,1865,8734,16778,22462,1
-677,-343,-955,-1700,-3385,-4079,-4791,-11152,-17097,-24509,112,435,-370,-951,-3310,-3125,-3341,-13846,-18562,-27652,0
-445,-651,-1404,-2020,-924,-2548,-2470,-757,5247,4670,-633,-563,-682,-1304,-682,-2434,-3371,-2130,3878,3964,1
242,1561,5728,5762,4141,7934,10176,11830,9483,11078,-184,1334,5747,7211,4492,10485,11464,10386,4273,5603,1
262,160,1411,1689,3121,5182,6294,9225,11657,17564,447,265,639,1012,2331,4978,5937,9501,12783,21373,1
-213,231,2723,1699,-1526,-357,2759,1119,1901,5871,-464,1017,3786,1132,-6584,-3653,-1296,-2149,7255,4335,1
391,-161,713,920,1334,2680,3258,3498,7395,10051,276,151,754,1125,1308,2477,2855,4304,6453,10223,1
-1212,-1867,-1964,-4212,-5488,-5171,-11363,-13555,-13090,-24623,72,-80,714,-486,-951,121,-4038,-6060,-4107,-8255,0
401,-619,-1293,-304,-630,2880,4416,3511,10758,19201,-53,-86,557,1873,80,2851,2132,891,7050,11179,1
-76,-185,150,761,1157,3277,2922,4068,5846,11159,161,-412,-498,230,-963,528,701,2794,4655,12647,1
-56,572,1346,2442,4301,3264,11340,9234,13414,15996,-318,1000,2062,5767,10367,9523,23249,16841,7627,5041,1
-645,-1052,-1822,-3870,-5294,-10939,-7940,-10362,-7963,-26824,-718,-1080,-378,-1696,-3325,-9536,-6886,-13951,-8830,-21586,0
-1283,-1612,-735,-2412,-2778,-5364,-6200,-9921,-10338,-13693,-125,-81,-395,-3368,-4637,-7387,-8548,-15204,-19250,-18116,0
-4,306,1353,1017,449,-1510,-1878,-2083,-6514,-11248,-746,-627,406,-198,-1056,-3953,-4371,-6761,-9801,-14312,0
-55,39,-1678,-2968,-2248,-5098,-3869,-3330,-106,12873,186,59,-619,-2674,-3083,-7148,-8333,-4780,5503,15998,1
498,1464,4242,3641,6899,8905,12722,16402,22389,29343,498,801,2979,800,4976,8423,11750,12377,22478,27934,1
-385,-2141,-1362,341,923,521,2216,2623,7883,19635,-423,-1563,-269,1824,3425,4002,5797,7147,16696,27018,1
-352,-720,-576,-1529,-3178,-5555,-7004,-7829,-8506,1924,-210,-961,-935,-2538,-4918,-5799,-3449,-6138,-5676,9177,1
211,1242,2270,3691,5789,7095,9319,13882,14313,20015,360,687,1937,3689,5947,5737,7830,10066,10929,13185,1
57,501,812,2171,2561,3457,6697,8306,9949,14929,437,784,2422,4060,4474,5849,10130,12287,14246,21454,1
266,160,-1419,-3285,-9450,-10903,-8389,-16859,-14923,-8862,-30,-472,-2898,-1972,-5831,-2472,-116,-3936,-3115,5441,0
97,1608,2057,2136,6314,7241,4759,6654,8243,13583,1014,1694,1794,2284,6929,8462,7771,9172,14064,19363,1
550,-267,-1066,-4443,-1532,89,-8369,-11364,-12453,-14464,-173,-1299,-3289,-5737,-821,-1269,-11848,-11460,-13606,-15526,0
421,791,1688,2752,3751,5214,10593,14142,18108,23681,635,487,1222,1817,2001,4071,10222,12885,19845,23793,1
1000,833,1033,3740,5751,5883,3961,3280,19211,24278,275,282,1623,6217,10122,10487,8460,7470,15187,8759,1
-755,-1002,-248,-1382,667,-255,3282,4486,4547,9258,246,-297,237,-827,398,-723,2673,3547,1623,1957,1
